排名,标题,作者,播放量,点赞,弹幕,链接,搜索词
1,《和最讨厌的人灵魂互换了》完整版,Spongecake-,8063443,279148,10531,https://www.bilibili.com/video/BV1cNML6eEsg,AI动画 玄幻
2,【全30集】即梦+豆包+剪映，2小时快速掌握AI视频制作技巧，手把手教你从0到1制作AI短片！小白适用！学完即接单，带你玩转AI视频赛道！,AI视频教程_,5834272,108317,2542,https://www.bilibili.com/video/BV11NHJzTEbE,AI动画 玄幻
3,Ai原创短片《丧尸清道夫》-重制版，国产“爱死机”！,Mx-Shell,4160918,373520,2994,https://www.bilibili.com/video/BV1FFRQB2Eqw,AI动画 玄幻
4,萌新原创末日故事连载《归墟》1-9【AI全民制作人】,泫九AI,1793229,54130,21968,https://www.bilibili.com/video/BV195KY6YEeY,AI动画 玄幻
5,【自制动画】聊斋系列之《画皮》#SpecialForAAIFF【AI全民制作人】,画心月狐,613068,29335,1274,https://www.bilibili.com/video/BV15Yti6eEpj,AI动画 玄幻
6,原创AI动画《阿房宫》｜欲望？人心？史上最强那把火究竟是什么？,灵湘_SSS,477057,31759,2009,https://www.bilibili.com/video/BV1UAwnzZEfy,AI动画 玄幻
7,0基础，带你做出你人生第一个AI视频！,Ksr桑,417094,34815,496,https://www.bilibili.com/video/BV1Z28P6HEGa,AI动画 玄幻
8,【保姆级教程】AI动画电影制作，12个作品涨粉50万，手把手教你ComfyUI+豆包+即梦AI玩转AI短剧赛道,AIGC短剧制作教程,379780,12883,335,https://www.bilibili.com/video/BV1MbXaBMEQk,AI动画 玄幻
9,纯手搓一部AI漫剧一个月收获3.1w！附教程！全流程操作演示！让零基础也能学会AI漫剧制作技巧！更多AI漫剧工具提示词+变现方法及全套教程都整啦！拿走不谢~,comfyui视频工作流,357186,12841,534,https://www.bilibili.com/video/BV1Vz3v6XE7w,AI动画 玄幻
10,无限恐怖ai剧,Ducky_鸭,260072,2271,1149,https://www.bilibili.com/video/BV1DG4f6pEf4,AI动画 玄幻
11,AI动画短片《未曾告别》我试图用一生的时间来忘掉你【B站AI创作大赛-开放赛道】,北海的波特,205084,11620,83,https://www.bilibili.com/video/BV188P4zHEHn,AI动画 玄幻
12,《旧历》1-5集合集-35分钟重置修正版,夏等魅树,114303,4357,826,https://www.bilibili.com/video/BV1Aweg6HEcP,AI动画 玄幻
13,【全30集】“番茄+豆包+即梦+红果”从零开始学AI漫剧制作教程！附全流程操作演示！让零基础也能学会AI漫剧制作技巧！更多AI漫剧变现方法拿走不谢~,哔哩学院AI教程,63988,2617,901,https://www.bilibili.com/video/BV1Qub56eEYj,AI动画 玄幻
14,【全500集】B站最全最细的AI漫剧零基础全套教程（包含剧本+分镜+静帧+视频+配音+剪辑+保持人物一致性等）手把手教你从入门到精通AI漫剧，学完即可就业、副业,哔哩AI漫剧研究社,22715,1348,473,https://www.bilibili.com/video/BV1wUY66BEUY,AI动画 玄幻
15,【保姆级教程】AI动画电影制作，分镜脚本+人物设计+镜头语言+剪辑配音AI一键出片！手把手教你即梦+豆包+剪映玩转AI短剧赛道！3天学完直接变现接单！（附文档）,AIGC短剧教学,890,30,11,https://www.bilibili.com/video/BV1ZMeg6jEaZ,AI动画 玄幻
