排名,标题,作者,播放量,点赞,弹幕,链接,搜索词
12,末法时代摆摊招美女，一晚一枚灵石，美女越多修为越强！,乘壹说书,566763,3846,175,https://www.bilibili.com/video/BV14hQGB3ETc,AI漫剧 修仙
13,《一笼镇乾坤》第四集|我明明挥挥手能把修仙大能轻易打跑，却只能在十字街头卖点包子水饺,阿林动漫_,566695,2865,10,https://www.bilibili.com/video/BV1Ca7Z6EELi,AI漫剧 修仙
14,《一剑护苍生》第三集|我明明只要被人打败就能十倍变强，却偏偏穿成了无人敢惹的正道第一剑尊,阿林动漫_,548522,4103,6,https://www.bilibili.com/video/BV1T2V36mEGW,AI漫剧 修仙
15,《一剑护苍生》大结局|我明明只要被人打败就能十倍变强，却偏偏穿成了无人敢惹的正道第一剑尊,阿林动漫_,538063,4194,9,https://www.bilibili.com/video/BV1T2V36mEAY,AI漫剧 修仙
16,全能Ai 仙侠副本02,只只说动漫,335888,1081,1,https://www.bilibili.com/video/BV1MW4y1x7PQ,AI动画 仙侠
17,AI修仙｜“天上白玉京”,纠结的柠檬君,235723,7363,233,https://www.bilibili.com/video/BV1HVUCBVEcd,AI动画 仙侠
18,全能Ai 仙侠副本20,只只说动漫,201961,456,0,https://www.bilibili.com/video/BV1qA411R72W,AI动画 仙侠
19,《凡人修仙传》第三季杨洋版韩立结婴，影视级自制AI动画，,风行映画VFX-AI,184628,5786,184,https://www.bilibili.com/video/BV1FmpQzQE4f,AI动画 仙侠
20,以彼之道还施彼身 全能Ai仙侠副本21,只只说动漫,103514,256,0,https://www.bilibili.com/video/BV1vY411X7g2,AI动画 仙侠
21,外国版凡人修仙传！黄枫谷！,姚瑶白白,97795,1696,202,https://www.bilibili.com/video/BV1yMYyzhEpe,AI动画 仙侠
22,《我是修仙世界里的NPC》楔子5,饺子先生NPC,71271,3511,31,https://www.bilibili.com/video/BV1nPhAzKE8c,AI动画 仙侠
23,外国版凡人修仙！玄骨上人！,姚瑶白白,65916,684,112,https://www.bilibili.com/video/BV1ptYXzDEwt,AI动画 仙侠
24,这家伙 究竟何方神圣,夏雪为萤,64481,2132,192,https://www.bilibili.com/video/BV1AjvQBTE4W,AI动画 仙侠
25,原创仙侠动画｜《老奴魂  霓裳躯》第一集 夺舍圣女 褪凡入仙,宋玉的小挂件,62488,678,20,https://www.bilibili.com/video/BV1Q6cqzCEAK,AI动画 仙侠
26,【MBTI群像动画】仙侠篇《云隐录》——第一集｜｜【B站AI创作大赛-开放赛道】,青瓜蛋丶,61414,2706,144,https://www.bilibili.com/video/BV15Pr9ByEuy,AI动画 仙侠
27,八荒曲：永宁州篇丨第一集丨鬼谷八荒同人动画丨【B站AI创作大赛-开放赛道】,L大叔与猫,58215,3651,538,https://www.bilibili.com/video/BV1ucFbzLEgF,AI动画 仙侠
28,“师父，人间烟火真能抚平修行的孤寂吗？” 东方幻想,御赐AI画师,56881,6169,27,https://www.bilibili.com/video/BV1hujB6BE1K,AI动画 仙侠
29,凡人修仙传 自制ai动画 青元子自传,梦境旅行社,53609,2249,23,https://www.bilibili.com/video/BV1bddRYJEnB,AI动画 仙侠
30,自制AI动画 凡人修仙传 莫简离 灵界人族唯一大乘,梦境旅行社,52624,2162,12,https://www.bilibili.com/video/BV1KEu4ztErX,AI动画 仙侠
