排名,标题,作者,播放量,点赞,弹幕,链接,搜索词
1,他们笑我是凡人，直到我掏出了核聚变机甲！【UP动画】,不吃噼里啪啦的小丸子,3645867,167490,1720,https://www.bilibili.com/video/BV1oKAZzLEHm,AI漫剧 修仙
2,《一剑护苍生》第一集|我明明只要被人打败就能十倍变强，却偏偏穿成了无人敢惹的正道第一剑尊,阿林动漫_,2041009,9982,25,https://www.bilibili.com/video/BV1MnVh6MEuY,AI漫剧 修仙
3,《断剑铸长生》第二集|卡在筑基期三十年的师尊突然发现，平日里连剑都拿不稳的我，竟然是修仙界百年难遇的无上剑修,阿林动漫_,1796034,8972,2,https://www.bilibili.com/video/BV1c7E96KE4m,AI漫剧 修仙
4,《晚归九霄巅》第一集|我和小师妹一同穿越到了这修仙界，在逆天机缘下，我们千年内修成唯二的金丹修士,阿林动漫_,1486068,6285,6,https://www.bilibili.com/video/BV1DFjn6DEgv,AI漫剧 修仙
5,《一笼镇乾坤》第一集|我明明挥挥手能把修仙大能轻易打跑，却只能在十字街头卖点包子水饺,阿林动漫_,1448413,9677,14,https://www.bilibili.com/video/BV1JTVq6gE6s,AI漫剧 修仙
6,《一剑护苍生》第二集|我明明只要被人打败就能十倍变强，却偏偏穿成了无人敢惹的正道第一剑尊,阿林动漫_,1440907,9189,11,https://www.bilibili.com/video/BV1MnVh6TEcW,AI漫剧 修仙
7,我穿越到了一个落魄家族，成了我爹的绝对靠山,阿林动漫_,1421816,8427,49,https://www.bilibili.com/video/BV1rqRQBnEjJ,AI漫剧 修仙
8,胆小的千万别点进来，否则……,赤鸢与白狐,1289041,32745,1102,https://www.bilibili.com/video/BV1XmdgBxEMM,AI动画 玄幻
9,《断剑铸长生》第一集|卡在筑基期三十年的师尊突然发现，平日里连剑都拿不稳的我，竟然是修仙界百年难遇的无上剑修,阿林动漫_,1177821,9048,1,https://www.bilibili.com/video/BV1STE56zE4Y,AI漫剧 修仙
10,《阿东修仙传》第一集,Ai-阿东同学,1001119,3887,1,https://www.bilibili.com/video/BV1BNLP6JEoN,AI漫剧 修仙
11,我明明是只诡，却生了个人类，还被叫做漂亮娘亲！,二喜喜漫馆,954630,5732,106,https://www.bilibili.com/video/BV1PNdaBvEMp,AI漫剧 修仙
12,《贪吃姐弟》擂台大比！,爱神漫剧馆,930780,1549,19,https://www.bilibili.com/video/BV1NUDZBYECc,AI动画 玄幻
