排名,标题,作者,播放量,点赞,弹幕,链接,搜索词
21,原创AI漫剧《恶仙》 第二回：诸天倾塌妖门开，万恶噬生炼狱来,众乐乐漫剧场,351952,21098,759,https://www.bilibili.com/video/BV18KAhzbE7C,AI动画 玄幻
22,《断剑铸长生》大结局|卡在筑基期三十年的师尊突然发现，平日里连剑都拿不稳的我，竟然是修仙界百年难遇的无上剑修,阿林动漫_,346509,2244,7,https://www.bilibili.com/video/BV1ihEv6CEqz,AI漫剧 修仙
23,《一笼镇乾坤》第二集|我明明挥挥手能把修仙大能轻易打跑，却只能在十字街头卖点包子水饺,阿林动漫_,341677,3252,6,https://www.bilibili.com/video/BV1qhVm6eEi8,AI漫剧 修仙
24,12生肖老魔，看后大悟，老鼠能成第一是有点东西的,AI疯人院,277307,7572,121,https://www.bilibili.com/video/BV1Xv421v7Ux,AI动画 玄幻
25,AI漫剧被上传到海外，搞得洋冬瓜疯狂上头走不动道! #国漫 #凡人修仙传 #一斩苍穹定档0728 #万妖图录传 #AI漫剧,啊哦呃西,221099,3905,49,https://www.bilibili.com/video/BV18DNX62EBg,AI动画 玄幻
26,“我希望能创造出一片万族共存的天地” 玄幻世界,御赐AI画师,213391,9150,293,https://www.bilibili.com/video/BV15sJNzgERE,AI动画 玄幻
27,请问道友：遇到雷劫会怎样？【UP动画】,赤鸢与白狐,210138,15167,374,https://www.bilibili.com/video/BV1avGA6FEVj,AI动画 玄幻
28,暂停挑战！韩立与谁双修成功？与王婵一次成功，祝你修仙路上一路长虹  #创作灵感 #凡人修仙传 #暂停挑战 本视频部分内容由AI工作辅助制作,说书人阿阵,196817,26955,767,https://www.bilibili.com/video/BV1AsAdzsEy1,AI动画 玄幻
29,《凡人修仙传》第三季杨洋版韩立结婴，影视级自制AI动画，,风行映画VFX-AI,187214,5809,185,https://www.bilibili.com/video/BV1FmpQzQE4f,AI动画 玄幻
30,有ai就是不用心？中肯评价牧神记！【国动万象】,碎辰_,172537,1525,488,https://www.bilibili.com/video/BV1SPS1YrEnc,AI动画 玄幻
