排名,标题,作者,播放量,点赞,弹幕,链接,搜索词
1,全能Ai 仙侠副本02,只只说动漫,335888,1081,1,https://www.bilibili.com/video/BV1MW4y1x7PQ,AI动画 仙侠
2,AI修仙｜“天上白玉京”,纠结的柠檬君,236294,7372,233,https://www.bilibili.com/video/BV1HVUCBVEcd,AI动画 仙侠
3,全能Ai 仙侠副本20,只只说动漫,201961,456,0,https://www.bilibili.com/video/BV1qA411R72W,AI动画 仙侠
4,《凡人修仙传》第三季杨洋版韩立结婴，影视级自制AI动画，,风行映画VFX-AI,185067,5793,184,https://www.bilibili.com/video/BV1FmpQzQE4f,AI动画 仙侠
5,以彼之道还施彼身 全能Ai仙侠副本21,只只说动漫,103514,256,0,https://www.bilibili.com/video/BV1vY411X7g2,AI动画 仙侠
6,外国版凡人修仙传！黄枫谷！,姚瑶白白,98325,1703,202,https://www.bilibili.com/video/BV1yMYyzhEpe,AI动画 仙侠
7,《我是修仙世界里的NPC》楔子5,饺子先生NPC,71291,3511,31,https://www.bilibili.com/video/BV1nPhAzKE8c,AI动画 仙侠
8,外国版凡人修仙！玄骨上人！,姚瑶白白,66012,686,112,https://www.bilibili.com/video/BV1ptYXzDEwt,AI动画 仙侠
9,这家伙 究竟何方神圣,夏雪为萤,64484,2126,192,https://www.bilibili.com/video/BV1AjvQBTE4W,AI动画 仙侠
10,原创仙侠动画｜《老奴魂  霓裳躯》第一集 夺舍圣女 褪凡入仙,宋玉的小挂件,62686,678,20,https://www.bilibili.com/video/BV1Q6cqzCEAK,AI动画 仙侠
11,【MBTI群像动画】仙侠篇《云隐录》——第一集｜｜【B站AI创作大赛-开放赛道】,青瓜蛋丶,61524,2706,144,https://www.bilibili.com/video/BV15Pr9ByEuy,AI动画 仙侠
12,“师父，人间烟火真能抚平修行的孤寂吗？” 东方幻想,御赐AI画师,60029,6306,30,https://www.bilibili.com/video/BV1hujB6BE1K,AI动画 仙侠
13,八荒曲：永宁州篇丨第一集丨鬼谷八荒同人动画丨【B站AI创作大赛-开放赛道】,L大叔与猫,58474,3669,539,https://www.bilibili.com/video/BV1ucFbzLEgF,AI动画 仙侠
14,凡人修仙传 自制ai动画 青元子自传,梦境旅行社,53617,2249,23,https://www.bilibili.com/video/BV1bddRYJEnB,AI动画 仙侠
15,自制AI动画 凡人修仙传 莫简离 灵界人族唯一大乘,梦境旅行社,52649,2162,12,https://www.bilibili.com/video/BV1KEu4ztErX,AI动画 仙侠
