排名,标题,作者,播放量,点赞,弹幕,链接,搜索词
21,《修仙之从零开始》,史太郎呼呼,470448,3044,46,https://www.bilibili.com/video/BV1dXPiz4Eks,AI漫剧 修仙
22,全宗门都在偷听我这个杂役的心声,黔佳漫剧,460398,1690,0,https://www.bilibili.com/video/BV1tWdUB4Ers,AI漫剧 修仙
23,【牧神记】一口气看完！高分暗黑玄幻动画！大墟少年成神之路！,爱做梦の小谭,386316,1737,489,https://www.bilibili.com/video/BV1KekHYEEgH,AI动画 玄幻
24,“师父，开封下面真的有鬼市吗？” 玄幻世界,御赐AI画师,384145,23036,180,https://www.bilibili.com/video/BV1P57kzREXk,AI动画 玄幻
25,原创AI漫剧《恶仙》 第二回：诸天倾塌妖门开，万恶噬生炼狱来,众乐乐漫剧场,328029,20083,711,https://www.bilibili.com/video/BV18KAhzbE7C,AI动画 玄幻
26,12生肖老魔，看后大悟，老鼠能成第一是有点东西的,AI疯人院,277132,7569,120,https://www.bilibili.com/video/BV1Xv421v7Ux,AI动画 玄幻
27,“我希望能创造出一片万族共存的天地” 玄幻世界,御赐AI画师,210855,9101,292,https://www.bilibili.com/video/BV15sJNzgERE,AI动画 玄幻
28,暂停挑战！韩立与谁双修成功？与王婵一次成功，祝你修仙路上一路长虹  #创作灵感 #凡人修仙传 #暂停挑战 本视频部分内容由AI工作辅助制作,说书人阿阵,196541,26924,765,https://www.bilibili.com/video/BV1AsAdzsEy1,AI动画 玄幻
29,《凡人修仙传》第三季杨洋版韩立结婴，影视级自制AI动画，,风行映画VFX-AI,183213,5773,181,https://www.bilibili.com/video/BV1FmpQzQE4f,AI动画 玄幻
30,有ai就是不用心？中肯评价牧神记！【国动万象】,碎辰_,172163,1523,488,https://www.bilibili.com/video/BV1SPS1YrEnc,AI动画 玄幻
