排名,标题,作者,播放量,点赞,弹幕,链接,搜索词
20,《一笼镇乾坤》第四集|我明明挥挥手能把修仙大能轻易打跑，却只能在十字街头卖点包子水饺,阿林动漫_,575432,2909,10,https://www.bilibili.com/video/BV1Ca7Z6EELi,AI漫剧 修仙
21,末法时代摆摊招美女，一晚一枚灵石，美女越多修为越强！,乘壹说书,573477,3916,184,https://www.bilibili.com/video/BV14hQGB3ETc,AI动画 玄幻
22,百岁老人大限降至，竟觉醒出传说中的天灵根,小羊漫馆,517449,1167,0,https://www.bilibili.com/video/BV1tkDWBzETq,AI动画 玄幻
23,【绯红回响EP08】强敌出现丨小道长遇险【费那奇动画周×updream-AI动画征集】【UP动画】,赤鸢与白狐,430523,14838,641,https://www.bilibili.com/video/BV1EmKG6nETV,AI动画 玄幻
24,【牧神记】一口气看完！高分暗黑玄幻动画！大墟少年成神之路！,爱做梦の小谭,393523,1768,494,https://www.bilibili.com/video/BV1KekHYEEgH,AI动画 玄幻
25,“师父，开封下面真的有鬼市吗？” 玄幻世界,御赐AI画师,387875,23079,180,https://www.bilibili.com/video/BV1P57kzREXk,AI动画 玄幻
26,原创AI漫剧《恶仙》 第二回：诸天倾塌妖门开，万恶噬生炼狱来,众乐乐漫剧场,365115,21580,782,https://www.bilibili.com/video/BV18KAhzbE7C,AI动画 玄幻
27,【绯红回响EP12】朱雀出现，但大人时代变了【费那奇动画周×updream-AI动画征集】【up动画】,赤鸢与白狐,363518,20575,403,https://www.bilibili.com/video/BV16qu76VEBF,AI动画 玄幻
28,12生肖老魔，看后大悟，老鼠能成第一是有点东西的,AI疯人院,277699,7575,121,https://www.bilibili.com/video/BV1Xv421v7Ux,AI动画 玄幻
29,【绯红回响EP11】请问道友：遇到雷劫会怎样？【UP动画】,赤鸢与白狐,241064,15840,411,https://www.bilibili.com/video/BV1avGA6FEVj,AI动画 玄幻
30,【绯红回响EP10】谁能想到，两年前她还只是柔弱小师妹【UP动画】,赤鸢与白狐,237812,15168,375,https://www.bilibili.com/video/BV1Nq3s65E1N,AI动画 玄幻
