排名,标题,作者,播放量,点赞,弹幕,链接,搜索词
36,《凡人修仙传》第三季杨洋版韩立结婴，影视级自制AI动画，,风行映画VFX-AI,192898,5880,193,https://www.bilibili.com/video/BV1FmpQzQE4f,AI动画 仙侠
37,大女主战力天花板！她一拔剑，整座战场瞬间安静了【AI全民制作人】,Sakura-o1,105043,1696,32,https://www.bilibili.com/video/BV1Gubx6PEVd,AI动画 仙侠
38,以彼之道还施彼身 全能Ai仙侠副本21,只只说动漫,103518,256,0,https://www.bilibili.com/video/BV1vY411X7g2,AI动画 仙侠
39,神坛之下05｜万法有价，生死无门.,阿墩的AI小剧场,94749,2779,160,https://www.bilibili.com/video/BV1fFTq6pEoh,AI动画 仙侠
40,“师父，人间烟火真能抚平修行的孤寂吗？” 东方幻想,御赐AI画师,92059,8600,41,https://www.bilibili.com/video/BV1hujB6BE1K,AI动画 仙侠
41,《我是修仙世界里的NPC》楔子5,饺子先生NPC,72111,3519,32,https://www.bilibili.com/video/BV1nPhAzKE8c,AI动画 仙侠
42,八荒曲：永宁州篇丨第一集丨鬼谷八荒同人动画丨【B站AI创作大赛-开放赛道】,L大叔与猫,70020,4459,622,https://www.bilibili.com/video/BV1ucFbzLEgF,AI动画 仙侠
43,【MBTI群像动画】仙侠篇《云隐录》——第一集｜｜【B站AI创作大赛-开放赛道】,青瓜蛋丶,67286,2810,148,https://www.bilibili.com/video/BV15Pr9ByEuy,AI动画 仙侠
44,原创仙侠动画｜《老奴魂  霓裳躯》第一集 夺舍圣女 褪凡入仙,宋玉的小挂件,67161,703,20,https://www.bilibili.com/video/BV1Q6cqzCEAK,AI动画 仙侠
45,这家伙 究竟何方神圣,夏雪为萤,64562,2135,192,https://www.bilibili.com/video/BV1AjvQBTE4W,AI动画 仙侠
